S No,Product_Name,Product_Author,Book_Format,Sales_Price,Product_Rating,Genre,State,Region,Date,Cost_Price,Page_Count
2123,Court of the Vampire Queen,Katee Robert,Paperback,9.83,4.5,Fantasy,California,West,2/1/2023,7.52,204
2124,Alice's Adventures in Wonderland (MinaLima Edition),Lewis Carroll,Hardcover,25,4.5,Sci-Fi,Texas,South,2/1/2023,19.12,118
2125,The Autobiography Of Henry VIII,Margaret George,Paperback,12.9,4.5,Romance,California,West,2/1/2023,9.87,76
2126,Dark Fire,C. J. Sansom,Digital,10.9,5,Sci-Fi,California,West,2/1/2023,8.34,
2127,The Children of Men,P. D. James,Paperback,86,4.5,Thriller,Michigan,Midwest,2/1/2023,65.79,668
2128,The Numbers Game,Danielle Steel,Paperback,8.99,1,Romance,Arizona,West,2/1/2023,6.88,123
2129,The Dark is Rising,Susan Cooper,Paperback,7.99,4.5,Thriller,California,West,2/1/2023,6.11,128
2130,A Tale for the Time Being,Ruth Ozeki,Paperback,25,4.5,Non Fiction,North Carolina,South,2/1/2023,19.12,191
2131,Growing Up for Girls: Everything You Need to Know,Dr Emily MacDonagh,Digital,8.99,4.5,Romance,New Jersey,Northeast,2/1/2023,6.88,
2132,To Battersea Park,Philip Hensher,Hardcover,16.9,4.5,Thriller,North Carolina,South,2/1/2023,12.93,89
2133,Rootless,Krystle Zara Appiah,Hardcover,16.9,4,Thriller,California,West,2/1/2023,12.93,99
2134,A Game of Thrones,George R.R. Martin,Paperback,10.4,5,Poetry,Nevada,West,2/1/2023,7.96,150
2135,Runaway Horses,Yukio Mishima,Paperback,10.1,4.5,Romance,California,West,2/1/2023,7.73,118
2136,We Had To Remove This Post,Hanna Bervoets,Digital,8.99,4,Thriller,California,West,2/1/2023,6.88,
2137,The Death of Vivek Oji,Akwaeke Emezi,Paperback,9.99,5,Poetry,California,West,2/1/2023,7.64,101
2138,V2,Robert Harris,Hardcover,20,4.5,Thriller,Texas,South,2/1/2023,15.3,118
2139,Maurice,E.M. Forster,Paperback,9.99,4.5,Fantasy,Arizona,West,2/1/2023,7.64,135
2140,Sail Away,Celia Imrie,Digital,7.99,4.5,Thriller,South Dakota,Midwest,2/1/2023,6.11,
2141,Watch Us Dance,Leila Slimani,Hardcover,16.9,4,Comedy,California,West,2/1/2023,12.93,138
2142,The Graces,Siobhan MacGowan,Hardcover,14.9,4,Non Fiction,Nebraska,Midwest,2/1/2023,11.4,139
2143,Cassandra,Christa Wolf,Paperback,10.9,4.5,Sci-Fi,California,West,2/1/2023,8.34,158
2144,The Prophet,Kahlil Gibran,Hardcover,10.9,5,Sci-Fi,Pennsylvania,Northeast,2/1/2023,8.34,111
2145,The Count of Monte Cristo,Alexandre Dumas,Paperback,9.99,4.5,Sci-Fi,Florida,South,2/1/2023,7.64,161
2146,Hard Times,Charles Dickens,Digital,5.47,4.5,Poetry,New York,Northeast,2/1/2023,4.18,
2147,The Drinker Of Horizons,Mia Couto,Paperback,13.9,4,Thriller,Ohio,Midwest,2/1/2023,10.63,88
2148,Racing the Light,Robert Crais,Hardcover,18.9,4.5,Comedy,Nevada,West,2/1/2023,14.46,167
2149,The Life,Martina Cole,Paperback,10.9,4.5,Comedy,South Dakota,Midwest,2/1/2023,8.34,74
2150,The Blood Tide,Neil Lancaster,Paperback,8.99,4.5,Thriller,Missouri,Midwest,2/1/2023,6.88,148
2151,The Cardinal of the Kremlin,Tom Clancy,Digital,12.9,2,Sci-Fi,Michigan,Midwest,2/1/2023,9.87,
2152,Cosima Unfortunate Steals A Star,Laura Noakes,Paperback,7.99,4.5,Thriller,Texas,South,2/1/2023,6.11,102
2153,Foxglove Summer,Ben Aaronovitch,Paperback,8.99,4.5,Comedy,Texas,South,2/1/2023,6.88,135
2155,The Other Black Girl,Zakiya Dalila Harris,Paperback,8.99,4.5,Thriller,Missouri,Midwest,2/1/2023,6.88,145
2156,"Six Tudor Queens: Katherine of Aragon, The True Queen",Alison Weir,Paperback,10.9,5,Poetry,North Carolina,South,2/1/2023,8.34,198
2157,True Grit,Charles Portis,Paperback,9.99,4.5,Fantasy,Washington,West,2/1/2023,7.64,174
2158,The Teashop on the Corner,Milly Johnson,Paperback,7.99,5,Comedy,California,West,2/1/2023,6.11,131
2159,Until You,Penelope Douglas,Paperback,9.99,4,Poetry,New Jersey,Northeast,2/1/2023,7.64,148
2160,Little Women,Louisa May Alcott,Paperback,6.06,5,Thriller,Texas,South,2/1/2023,4.64,64
2161,The Ministry of Utmost Happiness,Arundhati Roy,Paperback,10.4,4.5,Non Fiction,Florida,South,2/1/2023,7.96,184
2162,Red Riding Nineteen Eighty,David Peace,Paperback,8.99,4,Poetry,Arizona,West,2/1/2023,6.88,183
2163,Venomous Lumpsucker,Ned Beauman,Digital,9.99,4,Sci-Fi,Ohio,Midwest,2/1/2023,7.64,
2164,A Village Scandal,Dilly Court,Digital,8.99,4.5,Poetry,Virginia,South,2/1/2023,6.88,
2165,The Hummingbird,Sandro Veronesi,Digital,8.99,4,Non Fiction,California,West,2/1/2023,6.88,
2166,The Dinner Lady Detectives,Hannah Hendy,Digital,8.99,4.5,Sci-Fi,North Carolina,South,2/1/2023,6.88,
2167,Something New at the Borrow a Bookshop,Kiley Dunbar,Paperback,8.99,4,Romance,Colorado,West,2/1/2023,6.88,109
2168,Blott On The Landscape,Tom Sharpe,Paperback,9.99,4,Fantasy,Texas,South,2/1/2023,7.64,228
2169,Fighting Fantasy: Forest of Doom,Ian Livingstone,Paperback,6.99,4.5,Thriller,Texas,South,2/1/2023,5.35,153
2170,Escape to the French Farmhouse,Jo Thomas,Paperback,8.99,4.5,Romance,Pennsylvania,Northeast,2/1/2023,6.88,118
2171,The Overstory,Richard Powers,Hardcover,97,4.5,Non Fiction,California,West,2/1/2023,74.2,408
2172,Less is Lost,Andrew Sean Greer,Digital,10.4,2,Romance,Ohio,Midwest,2/1/2023,7.96,
2173,The Whispering Muse,Laura Purcell,Hardcover,14.9,4.5,Comedy,Washington,West,2/1/2023,11.4,138
2174,Hercule Poirot: the Complete Short Stories,Agatha Christie,Paperback,19.9,5,Poetry,California,West,2/1/2023,15.22,103
2175,"Ghost Girl, Banana",Wiz Wharton,Hardcover,14.9,4.5,Thriller,Idaho,West,2/1/2023,11.4,125
2176,The Voice of an Angel,Catherine Cookson,Paperback,6.99,4.5,Fantasy,Missouri,Midwest,2/1/2023,5.35,114
2177,Sea of Memories,Fiona Valpy,Paperback,8.99,4.5,Comedy,Massachusetts,Northeast,2/1/2023,6.88,113
2178,An Orphan's Journey,Rosie Goodwin,Paperback,8.99,5,Comedy,Pennsylvania,Northeast,2/1/2023,6.88,182
2179,Second Class Citizen,Buchi Emecheta,Digital,11.7,4,Thriller,Connecticut,Northeast,2/1/2023,8.95,
2180,The Drift,C. J. Tudor,Hardcover,14.9,5,Fantasy,Nevada,West,2/1/2023,11.4,173
2181,Over the Rainbow,Katie Flynn,Digital,8.73,4.5,Comedy,Ohio,Midwest,2/1/2023,6.68,
2182,Hide And Seek,Ian Rankin,Paperback,8.99,4.5,Sci-Fi,California,West,2/1/2023,6.88,128
2183,Sometimes People Die,Simon Stephenson,Hardcover,14.9,4,Comedy,California,West,2/1/2023,11.4,95
2184,The Runes of Destiny,Christina Courtenay,Paperback,9.99,5,Comedy,Pennsylvania,Northeast,2/1/2023,7.64,146
2185,Bring Up the Bodies,Hilary Mantel,Paperback,10.4,4.5,Poetry,California,West,2/1/2023,7.96,119
2186,Disney Quotes to Live Your Life By,Walt Disney,Hardcover,6.99,4.5,Thriller,Minnesota,Midwest,2/1/2023,5.35,66
2187,The Sentinel,Lee Child,Hardcover,20,4.5,Romance,New Jersey,Northeast,2/1/2023,15.3,162
2188,About a Boy,Nick Hornby,Paperback,8.99,4,Non Fiction,Florida,South,2/1/2023,6.88,163
2189,Ghosts,Dolly Alderton,Hardcover,14.9,5,Comedy,Pennsylvania,Northeast,2/1/2023,11.4,118
2190,Fair Play,Tove Jansson,Paperback,32,5,Sci-Fi,South Carolina,South,2/1/2023,24.48,243
2191,The Secret Messenger,Mandy Robotham,Paperback,7.99,5,Fantasy,New Jersey,Northeast,2/1/2023,6.11,113
2192,Inkheart (2020 reissue),Cornelia Funke,Paperback,8.99,4.5,Comedy,Nevada,West,2/1/2023,6.88,78
2193,The Trouble with Goats and Sheep,Joanna Cannon,Digital,49,4.5,Comedy,Colorado,West,2/1/2023,37.48,
2194,The Hobbit,J. R. R. Tolkien,Hardcover,16.9,4.5,Poetry,Illinois,Midwest,2/1/2023,12.93,171
2195,Bhowani Junction,John Masters,Paperback,9.99,4.5,Romance,Florida,South,2/1/2023,7.64,156
2196,House of War,Scott Mariani,Paperback,8.99,4.5,Romance,California,West,2/1/2023,6.88,61
2197,Tom Sawyer & Huckleberry Finn,Mark Twain,Paperback,5.47,4,Fantasy,Virginia,South,2/1/2023,4.18,88
2198,The Lost Book of Enki,Zecharia Sitchin,Paperback,13.9,4.5,Romance,Arkansas,South,2/1/2023,10.63,153
2199,"Robin Hood 2: Piracy, Paintballs & Zebras",Robert Muchamore,Paperback,7.99,4.5,Thriller,California,West,2/1/2023,6.11,130
2200,They,Kay Dick,Paperback,9.99,4,Fantasy,Illinois,Midwest,2/1/2023,7.64,131
2201,About Love and Other Stories,Anton Chekhov,Paperback,7.99,4.5,Fantasy,North Carolina,South,2/1/2023,6.11,106
2202,The Blind Assassin,Margaret Atwood,Paperback,10.4,4.5,Sci-Fi,California,West,2/1/2023,7.96,170
2203,The Benefit of Hindsight,Susan Hill,Audio,8.99,4.5,Comedy,Washington,West,2/1/2023,6.88,
2204,Small Joys,Elvin James Mensah,Hardcover,98,4,Non Fiction,California,West,2/1/2023,74.97,321
2205,Memoirs of Hadrian,Marguerite Yourcenar,Paperback,38,4.5,Fantasy,California,West,2/1/2023,29.07,163
2206,White Fox,Owen Matthews,Hardcover,18.9,4,Non Fiction,Massachusetts,Northeast,2/1/2023,14.46,114
2207,Invisible Man,Ralph Ellison,Paperback,98,4.5,Non Fiction,Arizona,West,2/1/2023,74.97,620
2208,"Girl, Woman, Other: WINNER OF THE BOOKER PRIZE 2019",Bernardine Evaristo,Hardcover,16.9,4.5,Comedy,Ohio,Midwest,2/1/2023,12.93,134
2209,The Light of Day,Eric Ambler,Digital,9.99,4.5,Thriller,New Jersey,Northeast,2/1/2023,7.64,
2210,The Fall of Gondolin,J. R. R. Tolkien,Hardcover,25,4.5,Sci-Fi,California,West,2/1/2023,19.12,131
2211,Big Little Lies,Liane Moriarty,Paperback,9.99,4.5,Thriller,Washington,West,2/1/2023,7.64,92
2212,Savage Son,Jack Carr,Paperback,8.99,5,Thriller,Nevada,West,2/1/2023,6.88,90
2213,Wolf Hall,Hilary Mantel,Paperback,10.4,4.5,Romance,California,West,2/1/2023,7.96,138
2214,The Devil's Slave,Tracy Borman,Hardcover,9.99,4.5,Non Fiction,North Carolina,South,2/1/2023,7.64,102
2215,The Forgotten Bookshop in Paris,Daisy Wood,Digital,8.99,5,Thriller,Connecticut,Northeast,2/1/2023,6.88,
2216,Missing Pieces,Tim Weaver,Digital,8.99,5,Romance,Washington,West,2/1/2023,6.88,
2217,Spin,Patricia Cornwell,Hardcover,19.9,3,Thriller,California,West,2/1/2023,15.22,126
2218,This Might Hurt,Stephanie Wrobel,Paperback,8.99,4.5,Romance,Minnesota,Midwest,2/1/2023,6.88,136
2219,In the Distance,Hernan Diaz,Paperback,10.4,4.5,Sci-Fi,California,West,2/1/2023,7.96,138
2220,Swan Song,Kelleigh Greenberg-Jephcott,Paperback,9.99,4,Thriller,Texas,South,2/1/2023,7.64,163
2221,The Camomile Lawn,Mary Wesley,Paperback,55,4.5,Poetry,New Hampshire,Northeast,2/1/2023,42.08,310
2222,The Trial,Franz Kafka,Paperback,7.99,4.5,Thriller,Michigan,Midwest,2/1/2023,6.11,121
2223,Other Birds,Sarah Addison Allen,Hardcover,19.4,4.5,Comedy,California,West,2/1/2023,14.84,170
2224,Ultimatum,Frank Gardner,Paperback,9.99,5,Romance,Illinois,Midwest,2/1/2023,7.64,177
2225,A Mother's Journey,Donna Douglas,Paperback,7.99,4.5,Romance,California,West,2/1/2023,6.11,108
2226,Monkey King: Journey to the West,Wu Ch'eng-en,Hardcover,22,5,Comedy,California,West,2/1/2023,16.83,132
2227,Fighting Fantasy:The Warlock of Firetop Mountain,Ian Livingstone,Paperback,6.99,4.5,Thriller,Texas,South,2/1/2023,5.35,165
2228,The Christmas Castle in Scotland,Julie Caplin,Paperback,8.99,4,Sci-Fi,Florida,South,2/1/2023,6.88,112
2229,Dark Age,Pierce Brown,Paperback,10.1,5,Romance,New Hampshire,Northeast,2/1/2023,7.73,101
2230,The Labyrinth of the Spirits,Carlos Ruiz Zafon,Paperback,10.4,5,Poetry,Michigan,Midwest,2/1/2023,7.96,98
2231,River God,Wilbur Smith,Paperback,10.9,5,Thriller,Pennsylvania,Northeast,2/1/2023,8.34,98
2232,A Man of Honour,Barbara Taylor Bradford,Hardcover,8.99,4,Thriller,Florida,South,2/1/2023,6.88,78
2233,The Embroidered Book,Kate Heartfield,Paperback,9.83,1,Romance,California,West,2/1/2023,7.52,180
2234,The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 4,Mo Xiang Tong Xiu,Paperback,16.9,5,Thriller,California,West,2/1/2023,12.93,202
2235,The Perfect Christmas Village,Bella Osborne,Paperback,10.4,4.5,Sci-Fi,Florida,South,2/1/2023,7.96,149
2236,The Children Act,Ian McEwan,Paperback,9.99,4.5,Sci-Fi,Nebraska,Midwest,2/1/2023,7.64,196
2237,That Night,Gillian McAllister,Digital,42,4.5,Sci-Fi,Nevada,West,2/1/2023,32.13,
2238,Wartime with the Cornish Girls,Betty Walker,Paperback,7.99,5,Comedy,New Hampshire,Northeast,2/1/2023,6.11,156
2239,What a Shame,Abigail Bergstrom,Paperback,8.99,4.5,Thriller,Washington,West,2/1/2023,6.88,138
2240,The Japanese Lover,Isabel Allende,Paperback,8.99,3,Non Fiction,Florida,South,2/1/2023,6.88,182
2241,The Wall,Douglas Jackson,Paperback,10.1,4,Comedy,New Jersey,Northeast,2/1/2023,7.73,164
2242,Her Husband's Mistake,Sheila O'Flanagan,Paperback,8.99,4.5,Sci-Fi,California,West,2/1/2023,6.88,151
2243,Persuasion,Jane Austen,Paperback,3.99,4.5,Romance,North Carolina,South,2/1/2023,3.05,88
2244,The Serpent Sword,Matthew Harffy,Hardcover,8.99,4,Poetry,Texas,South,2/1/2023,6.88,74
2245,Where Rainbows End,Cecelia Ahern,Paperback,9.83,4.5,Sci-Fi,Texas,South,2/1/2023,7.52,98
2246,Dog Days,Ericka Waller,Paperback,32,5,Thriller,Missouri,Midwest,2/1/2023,24.48,296
2247,On the Marble Cliffs,Ernst Junger,Paperback,13.9,4,Comedy,Illinois,Midwest,2/1/2023,10.63,106
2248,The Windfell Family Secrets,Diane Allen,Paperback,18.7,5,Romance,California,West,2/1/2023,14.31,202
2249,Grimms' Fairy Tales,Brothers Grimm,Hardcover,11.9,4,Comedy,Minnesota,Midwest,2/1/2023,9.1,113
2250,The Ginger Tree,Oswald Wynd,Paperback,12.9,4.5,Thriller,Michigan,Midwest,2/1/2023,9.87,172
2251,The Cobbler's Daughter,Catherine Cookson,Paperback,9.99,4.5,Sci-Fi,Michigan,Midwest,2/1/2023,7.64,154
2252,Serpentine,Philip Pullman,Hardcover,7.99,4.5,Thriller,California,West,2/1/2023,6.11,85
2253,Transit,Rachel Cusk,Audio,9.99,4.5,Sci-Fi,California,West,2/1/2023,7.64,
2254,A Secret Scottish Escape,Julie Shackman,Hardcover,41,5,Sci-Fi,Pennsylvania,Northeast,2/1/2023,31.37,233
2255,The House on Mango Street,Sandra Cisneros,Paperback,9.99,4.5,Poetry,Florida,South,2/1/2023,7.64,174
2256,The Queen's Spy,Clare Marchant,Digital,8.99,4.5,Non Fiction,Texas,South,2/1/2023,6.88,
2257,Factotum,Charles Bukowski,Digital,10.9,4.5,Non Fiction,Missouri,Midwest,2/1/2023,8.34,
2258,Okay Days,Jenny Mustard,Hardcover,16.9,4.5,Thriller,Texas,South,2/1/2023,12.93,106
2259,Sea of Ruin,Pam Godwin,Paperback,14.6,4.5,Poetry,Texas,South,2/1/2023,11.17,211
2260,"Tyger, Tyger",William Blake,Hardcover,4.28,4.5,Comedy,Florida,South,2/1/2023,3.27,63
2261,The Wall,Marlen Haushofer,Paperback,94,4,Non Fiction,California,West,2/1/2023,71.91,486
2262,Revelation,C. J. Sansom,Paperback,10.9,5,Poetry,California,West,2/1/2023,8.34,123
2263,The Summer That Changed Us,Cathy Bramley,Paperback,8.99,5,Thriller,Washington,West,2/1/2023,6.88,117
2264,Macbeth: Annotation Edition,William Shakespeare,Paperback,6.99,1,Comedy,Michigan,Midwest,2/1/2023,5.35,143
2265,Brian,Jeremy Cooper,Paperback,12.9,4,Romance,Ohio,Midwest,2/1/2023,9.87,169
2266,Devotion,Hannah Kent,Digital,10.1,4,Comedy,California,West,2/1/2023,7.73,
2267,Amsterdam,Ian McEwan,Paperback,9.99,4.5,Thriller,Massachusetts,Northeast,2/1/2023,7.64,115
2268,Complete Works of William Shakespeare (Leather-bound Classics),William Shakespeare,Others,23.6,5,Poetry,Arizona,West,2/1/2023,18.05,
2269,A Place of Secrets,Rachel Hore,Paperback,9.99,4.5,Poetry,California,West,2/1/2023,7.64,185
2270,Age of Vice,Deepti Kapoor,Hardcover,20,4,Sci-Fi,Illinois,Midwest,2/1/2023,15.3,94
2271,The Storytellers,Caron McKinlay,Paperback,10.2,4,Poetry,North Dakota,Midwest,2/1/2023,7.8,134
2272,Call for the Dead,John le Carre,Paperback,8.99,4.5,Sci-Fi,New Jersey,Northeast,2/1/2023,6.88,122
2273,Agent in the Shadows,Alex Gerlis,Paperback,9.99,4,Sci-Fi,Arizona,West,2/1/2023,7.64,136
2274,With a Mind to Kill,Anthony Horowitz,Hardcover,20,1,Thriller,California,West,2/1/2023,15.3,104
2275,A Tiny Bit Marvellous,Dawn French,Paperback,9.99,4.5,Thriller,New Jersey,Northeast,2/1/2023,7.64,172
2276,The Resistance Girl,Mandy Robotham,Paperback,7.99,5,Poetry,Texas,South,2/1/2023,6.11,116
2277,The Stalker,Alex Gray,Paperback,9.99,4.5,Thriller,Arizona,West,2/1/2023,7.64,189
2278,Shadow Tyrants,Clive Cussler,Paperback,11.9,5,Fantasy,Ohio,Midwest,2/1/2023,9.1,222
2279,A Glass Of Blessings,Barbara Pym,Paperback,8.99,4,Sci-Fi,Florida,South,2/1/2023,6.88,159
2280,The Angel's Game,Carlos Ruiz Zafon,Digital,39,4.5,Sci-Fi,Arizona,West,2/1/2023,29.84,
2281,Christmas Carols and a Cornish Cream Tea,Cressida McLaughlin,Paperback,7.99,4.5,Sci-Fi,California,West,2/1/2023,6.11,77
2282,A Room of One's Own and Three Guineas,Virginia Woolf,Digital,4.87,5,Poetry,Massachusetts,Northeast,2/1/2023,3.73,
2283,The Blackhouse,Carole Johnstone,Paperback,10.4,4.5,Romance,New York,Northeast,2/1/2023,7.96,104
2284,Snowed In For Christmas,Sarah Morgan,Paperback,8.99,5,Thriller,California,West,2/1/2023,6.88,187
2285,The Emperor's Exile (Eagles of the Empire 19),Simon Scarrow,Paperback,10.9,5,Fantasy,Ohio,Midwest,2/1/2023,8.34,158
2286,Anna Karenina,Leo Tolstoy,Paperback,10.4,5,Poetry,Arizona,West,2/1/2023,7.96,138
2287,Heroes,Stephen Fry,Hardcover,20,4.5,Fantasy,North Carolina,South,2/1/2023,15.3,121
2288,A Town Like Alice,Nevil Shute,Paperback,9.99,4.5,Comedy,Arkansas,South,2/1/2023,7.64,202
2289,If I Never Met You,Mhairi McFarlane,Paperback,95,4.5,Non Fiction,California,West,2/1/2023,72.67,734
2290,The Cleaner,Mark Dawson,Paperback,9.35,4.5,Comedy,Florida,South,2/1/2023,7.15,175
2291,A Little Princess,Frances Hodgson Burnett,Digital,4.87,5,Non Fiction,Florida,South,2/1/2023,3.73,
2292,Bridget Jones: The Edge of Reason,Helen Fielding,Paperback,8.99,4.5,Thriller,California,West,2/1/2023,6.88,196
2293,Moonlight and Ashes,Rosie Goodwin,Paperback,9.99,5,Thriller,Missouri,Midwest,2/1/2023,7.64,154
2294,Bridget's War,Shirley Mann,Paperback,9.83,4.5,Fantasy,New York,Northeast,2/1/2023,7.52,173
2295,The Winter Spirits,Bridget Collins,Hardcover,16.9,4.5,Sci-Fi,California,West,2/1/2023,12.93,113
2296,The Wall,John Lanchester,Paperback,65,4,Non Fiction,Texas,South,2/1/2023,49.73,475
2297,Mansfield Park,Jane Austen,Paperback,3.99,4.5,Thriller,Missouri,Midwest,2/1/2023,3.05,69
2298,The Book of Goose,Yiyun Li,Paperback,9.99,4,Sci-Fi,Massachusetts,Northeast,2/1/2023,7.64,142
2299,The Starless Sea,Erin Morgenstern,Paperback,9.99,4.5,Comedy,California,West,2/1/2023,7.64,191
2300,Dead Souls,Ian Rankin,Paperback,8.99,5,Romance,Nevada,West,2/1/2023,6.88,170
2301,The Crocodile Hunter,Gerald Seymour,Paperback,8.99,5,Thriller,Texas,South,2/1/2023,6.88,187
2302,The Rules of Magic,Alice Hoffman,Paperback,8.99,4.5,Poetry,South Dakota,Midwest,2/1/2023,6.88,156
2303,Ancestry,Simon Mawer,Paperback,10.4,4,Thriller,New Hampshire,Northeast,2/1/2023,7.96,90
2304,The Diary of a Nobody,George Grossmith,Paperback,3.99,4.5,Thriller,California,West,2/1/2023,3.05,76
2305,Things Fall Apart,Chinua Achebe,Paperback,37,4.5,Comedy,Illinois,Midwest,2/1/2023,28.3,276
2306,The Watcher and Other Stories (Harbrace Paperbound Library),Italo Calvino,Paperback,13,4.5,Sci-Fi,New Jersey,Northeast,2/1/2023,9.95,180
2307,The Legend of Luther Arkwright,Bryan Talbot,Hardcover,20,4.5,Fantasy,North Carolina,South,2/1/2023,15.3,212
2308,The Hanging Tree,Ben Aaronovitch,Paperback,8.99,5,Poetry,Connecticut,Northeast,2/1/2023,6.88,130
2309,Light Years,James Salter,Paperback,70,4.5,Thriller,Ohio,Midwest,2/1/2023,53.55,668
2310,Year of Wonders,Geraldine Brooks,Paperback,8.99,4.5,Thriller,California,West,2/1/2023,6.88,125
2311,The Librarianist,Patrick deWitt,Hardcover,18.9,4.5,Comedy,Washington,West,2/1/2023,14.46,196
2312,Family For Beginners,Sarah Morgan,Paperback,89,4.5,Thriller,California,West,2/1/2023,68.09,404
2313,American Pastoral,Philip Roth,Paperback,28,4.5,Thriller,South Dakota,Midwest,2/1/2023,21.42,267
2314,Reluctantly Home,Imogen Clark,Paperback,8.99,4.5,Thriller,California,West,2/1/2023,6.88,142
2315,Heaven,Mieko Kawakami,Paperback,9.99,4.5,Romance,California,West,2/1/2023,7.64,154
2316,Don Quixote,Miguel de Cervantes,Hardcover,20,4.5,Romance,Texas,South,2/1/2023,15.3,188
2317,A Mother's Christmas Wish,Glenda Young,Paperback,7.99,4,Fantasy,Texas,South,2/1/2023,6.11,86
2318,One Day I Shall Astonish the World,Nina Stibbe,Audio,34,4.5,Comedy,Idaho,West,2/1/2023,26.01,
2319,"White Cat, Black Dog",Kelly Link,Hardcover,20,4,Sci-Fi,Washington,West,2/1/2023,15.3,112
2320,The Clocks,Agatha Christie,Paperback,8.99,4.5,Thriller,California,West,2/1/2023,6.88,170
2321,Swallowtail Summer,Erica James,Paperback,7.99,5,Comedy,Florida,South,2/1/2023,6.11,139
2322,Summer People,Julie Cohen,Paperback,68,4.5,Fantasy,California,West,2/1/2023,52.02,454
2323,Orphans of the Storm,Celia Imrie,Paperback,8.99,4.5,Thriller,California,West,2/1/2023,6.88,96
2324,Vagabonds!,Eloghosa Osunde,Digital,8.99,1,Thriller,Pennsylvania,Northeast,2/1/2023,6.88,
2325,At Swim-two-birds,Flann O'Brien,Digital,9.99,4,Sci-Fi,California,West,2/1/2023,7.64,
2326,The Bean Trees,Barbara Kingsolver,Audio,9.99,4.5,Comedy,Texas,South,2/1/2023,7.64,
2327,Just Another Missing Person,Gillian McAllister,Hardcover,16.9,5,Poetry,Nevada,West,2/1/2023,12.93,138
2328,Orlando (Vintage Classics Woolf Series),Virginia Woolf,Paperback,8.99,4.5,Comedy,California,West,2/1/2023,6.88,171
2329,The Promise,Lesley Pearse,Paperback,10.4,5,Comedy,Florida,South,2/1/2023,7.96,112
2330,Love Will Tear Us Apart,C. K. McDonnell,Hardcover,16.9,4.5,Thriller,California,West,2/1/2023,12.93,94
2331,Smoke and Mirrors,Elly Griffiths,Paperback,8.99,4.5,Comedy,California,West,2/1/2023,6.88,126
2332,Star of the Sea,Joseph O'Connor,Digital,10.4,4.5,Thriller,California,West,2/1/2023,7.96,
2333,The Radleys,Matt Haig,Paperback,9.99,4,Sci-Fi,West Virginia,South,2/1/2023,7.64,122
2334,Wild Fire,Ann Cleeves,Paperback,9.99,4,Non Fiction,Illinois,Midwest,2/1/2023,7.64,168
2335,The Valkyries,Paulo Coelho,Paperback,9.99,4,Sci-Fi,New Hampshire,Northeast,2/1/2023,7.64,219
2336,The Situationship,Taylor-Dior Rumble,Paperback,31,4.5,Poetry,Minnesota,Midwest,2/1/2023,23.71,317
2337,Moscow Exile,John Lawton,Hardcover,16.9,4,Comedy,California,West,2/1/2023,12.93,127
2338,The Adventures of Tom Sawyer,Mark Twain,Paperback,8.99,4.5,Thriller,New York,Northeast,2/1/2023,6.88,129
2339,The Winter Rose,Katie Flynn,Hardcover,7.99,4.5,Poetry,Massachusetts,Northeast,2/1/2023,6.11,143
2340,The Master and Margarita,Mikhail Bulgakov,Paperback,8.99,5,Comedy,Missouri,Midwest,2/1/2023,6.88,149
2341,The Secret History,Donna Tartt,Hardcover,20,5,Fantasy,California,West,2/1/2023,15.3,139
